,C,H,N,O,S,P,Intensity
1823,26,22,0,17,0,0,5494746.0
1824,26,22,0,18,0,0,4701001.0
1825,26,22,0,19,0,0,3250202.0
1828,26,23,1,14,0,0,2574446.6666666665
1834,26,24,0,13,0,0,8360275.0
1835,26,24,0,14,0,0,8016898.0
1836,26,24,0,15,0,0,7465147.666666667
1837,26,24,0,16,0,0,7073920.666666667
1838,26,24,0,17,0,0,6317035.666666667
1839,26,24,0,18,0,0,5180841.666666667
1840,26,24,0,19,0,0,3829550.0
1841,26,24,0,20,0,0,2802695.6666666665
1844,26,25,1,13,0,0,2934521.0
1845,26,25,1,14,0,0,2384772.0
1851,26,26,0,12,0,0,10883607.333333334
1852,26,26,0,14,0,0,9762675.666666666
1853,26,26,0,15,0,0,8948881.666666666
1854,26,26,0,16,0,0,8061425.333333333
1855,26,26,0,17,0,0,6794571.666666667
1856,26,26,0,18,0,0,4806990.0
1857,26,26,0,19,0,0,3629955.6666666665
1858,26,26,0,20,0,0,2190476.0
1861,26,27,1,13,0,0,2743739.6666666665
1867,26,28,0,12,0,0,12574753.666666666
1868,26,28,0,13,0,0,12771308.666666666
1869,26,28,0,14,0,0,12165188.0
1870,26,28,0,15,0,0,11020405.333333334
1871,26,28,0,16,0,0,8483684.666666666
1872,26,28,0,17,0,0,6240590.333333333
1873,26,28,0,18,0,0,4045706.0
1875,26,29,1,13,0,0,2418653.0
1881,26,30,0,11,0,0,13373406.0
1882,26,30,0,12,0,0,15377958.333333334
1883,26,30,0,13,0,0,15136230.666666666
1884,26,30,0,14,0,0,13727348.333333334
1885,26,30,0,15,0,0,10546959.333333334
1886,26,30,0,16,0,0,7475076.0
1887,26,30,0,17,0,0,4840775.0
1888,26,30,0,18,0,0,3105542.6666666665
1890,26,31,1,12,0,0,2335126.0
1896,26,32,0,11,0,0,16165750.0
1897,26,32,0,12,0,0,16393936.333333334
1898,26,32,0,13,0,0,14998500.0
1899,26,32,0,14,0,0,11459759.666666666
1900,26,32,0,15,0,0,8412596.666666666
1901,26,32,0,16,0,0,4883021.333333333
1902,26,32,0,17,0,0,2800266.6666666665
1909,26,34,0,11,0,0,14868908.666666666
1910,26,34,0,12,0,0,13450444.333333334
1911,26,34,0,13,0,0,10796176.333333334
1912,26,34,0,14,0,0,7611810.333333333
1913,26,34,0,15,0,0,4592397.666666667
1914,26,34,0,16,0,0,4230421.666666667
1920,26,36,0,10,0,0,13150883.333333334
1921,26,36,0,11,0,0,11537026.666666666
1922,26,36,0,12,0,0,8869914.666666666
1923,26,36,0,13,0,0,5946690.0
1924,26,36,0,14,0,0,3755682.3333333335
1930,26,38,0,10,0,0,8510406.0
1931,26,38,0,11,0,0,6701220.333333333
1932,26,38,0,12,0,0,4440935.333333333
1933,26,38,0,13,0,0,3080015.0
1935,27,22,0,14,0,0,5358315.666666667
1936,27,22,0,15,0,0,5328296.0
1937,27,22,0,16,0,0,4905903.0
1938,27,22,0,17,0,0,4355337.0
1939,27,22,0,18,0,0,3938744.0
1940,27,22,0,19,0,0,3128362.6666666665
1944,27,24,0,13,0,0,6922212.333333333
1945,27,24,0,14,0,0,7151253.666666667
1946,27,24,0,15,0,0,6547550.333333333
1947,27,24,0,16,0,0,6030282.333333333
1948,27,24,0,17,0,0,5526408.0
1949,27,24,0,18,0,0,4469321.666666667
1950,27,24,0,19,0,0,3563564.6666666665
1951,27,24,0,20,0,0,2522751.6666666665
1956,27,26,0,12,0,0,8738997.0
1957,27,26,0,13,0,0,10026481.0
1958,27,26,0,14,0,0,8780366.333333334
1959,27,26,0,15,0,0,8064794.333333333
1960,27,26,0,16,0,0,6929718.333333333
1961,27,26,0,17,0,0,6149966.0
1962,27,26,0,18,0,0,4841500.0
1963,27,26,0,19,0,0,3761185.0
1964,27,26,0,20,0,0,2514461.0
1966,27,27,1,13,0,0,2819187.6666666665
1967,27,27,1,14,0,0,2717802.3333333335
1972,27,28,0,12,0,0,10083329.0
1973,27,28,0,13,0,0,11225435.0
1974,27,28,0,14,0,0,10652523.333333334
1975,27,28,0,15,0,0,10156850.0
1976,27,28,0,16,0,0,8196423.333333333
1977,27,28,0,17,0,0,6428761.0
1978,27,28,0,18,0,0,4503685.0
1979,27,28,0,19,0,0,3127303.0
1981,27,29,1,13,0,0,2791134.6666666665
1987,27,30,0,12,0,0,11845452.666666666
1988,27,30,0,13,0,0,12397090.0
1989,27,30,0,14,0,0,12298049.666666666
1990,27,30,0,15,0,0,11481592.0
1991,27,30,0,16,0,0,8599548.666666666
1992,27,30,0,17,0,0,6045351.666666667
1993,27,30,0,18,0,0,3880496.0
1999,27,32,0,11,0,0,12132389.0
2000,27,32,0,12,0,0,13983727.333333334
2001,27,32,0,13,0,0,14464413.0
2002,27,32,0,14,0,0,13121659.333333334
2003,27,32,0,15,0,0,10164416.666666666
2004,27,32,0,16,0,0,7476223.0
2005,27,32,0,17,0,0,4839310.0
2006,27,32,0,18,0,0,2517960.3333333335
2012,27,34,0,11,0,0,14136873.0
2013,27,34,0,12,0,0,14707519.0
2014,27,34,0,13,0,0,13672738.666666666
2015,27,34,0,14,0,0,10451392.333333334
2016,27,34,0,15,0,0,7238197.0
2017,27,34,0,16,0,0,4960247.666666667
2018,27,34,0,17,0,0,3043082.3333333335
2024,27,36,0,10,0,0,13874725.0
2025,27,36,0,11,0,0,13241385.0
2026,27,36,0,12,0,0,11813180.333333334
