,C,H,N,O,S,P,Intensity
2713,36,44,0,14,0,0,5192309.666666667
2714,36,44,0,15,0,0,4296642.0
2717,36,46,0,11,0,0,2792820.3333333335
2718,36,46,0,13,0,0,4294889.0
2719,36,48,0,11,0,0,2450435.6666666665
2720,36,48,0,12,0,0,3264594.6666666665
2721,36,48,0,14,0,0,3989143.6666666665
2722,36,48,0,16,0,0,2826603.3333333335
2723,36,50,0,12,0,0,3011895.0
2724,36,50,0,13,0,0,3605123.6666666665
2725,36,50,0,14,0,0,3042464.6666666665
2726,36,50,0,15,0,0,2907775.3333333335
2727,36,52,0,12,0,0,2630165.3333333335
2731,37,42,0,13,0,0,3499041.6666666665
2734,37,44,0,13,0,0,3126165.0
2735,37,44,0,14,0,0,3858757.6666666665
2737,37,46,0,12,0,0,2861896.0
2738,37,46,0,13,0,0,3337989.6666666665
2739,37,46,0,15,0,0,3382550.3333333335
2740,37,46,0,17,0,0,2933782.3333333335
2741,37,48,0,12,0,0,3782680.0
2742,37,48,0,15,0,0,3275413.6666666665
2743,37,50,0,14,0,0,2911979.3333333335
2744,37,52,0,13,0,0,2734741.0
2746,38,46,0,14,0,0,2665105.6666666665
2747,38,46,0,15,0,0,2880812.6666666665
2748,38,48,0,13,0,0,2607085.0
2749,38,50,0,12,0,0,2764205.6666666665
2750,38,50,0,14,0,0,2810811.6666666665
2751,38,50,0,16,0,0,2323980.6666666665
2752,39,48,0,17,0,0,2283275.3333333335
2753,39,50,0,13,0,0,2230924.6666666665
2873,33,44,0,15,0,0,4962676.0
2877,34,42,0,11,0,0,4138277.5
2879,34,46,0,16,0,0,3076128.0
2880,34,48,0,13,0,0,3677910.5
2881,34,50,0,10,0,0,2462282.0
2882,35,44,0,10,0,0,2146797.0
2883,35,44,0,14,0,0,5424556.5
2884,35,44,0,16,0,0,4306349.5
2885,35,52,0,13,0,0,2569584.0
2890,36,42,0,13,0,0,4261227.0
2892,36,44,0,16,0,0,4189376.0
2893,36,46,0,12,0,0,3484451.0
2894,36,46,0,14,0,0,4254294.0
2895,36,46,0,15,0,0,4172878.5
2896,36,46,0,16,0,0,3765647.5
2897,36,46,0,17,0,0,3073612.0
2898,36,48,0,13,0,0,4217770.5
2899,36,52,0,13,0,0,3100830.5
2902,37,42,0,14,0,0,3410466.0
2904,37,46,0,14,0,0,3885265.5
2905,37,46,0,16,0,0,3755961.0
2906,37,48,0,13,0,0,3495110.5
2907,37,48,0,14,0,0,3800804.5
2908,37,50,0,12,0,0,2779190.0
2909,37,50,0,16,0,0,2401091.0
2912,38,52,0,12,0,0,2153694.0
2913,38,52,0,13,0,0,2123746.0
2914,38,54,0,15,0,0,1806179.5
2915,40,50,0,16,0,0,2181872.5
2973,33,42,0,9,0,0,2382287.0
2978,34,44,0,16,0,0,3747156.3333333335
2979,34,46,0,15,0,0,3876896.0
2980,34,48,0,15,0,0,2598803.3333333335
2983,35,40,0,11,0,0,2557524.3333333335
2984,35,48,0,15,0,0,3187708.0
2985,35,50,0,13,0,0,3320220.3333333335
2986,35,50,0,14,0,0,2924573.6666666665
2987,35,52,0,11,0,0,2552689.6666666665
2992,36,50,0,11,0,0,2595804.0
2993,37,44,0,12,0,0,2701770.6666666665
2994,37,52,0,12,0,0,2295732.0
2996,38,50,0,15,0,0,2550600.0
3043,32,44,0,8,0,0,2358202.0
3044,32,46,0,8,0,0,2217009.0
3047,33,40,0,9,0,0,2358837.0
3049,33,46,0,9,0,0,2451116.5
3056,35,46,0,16,0,0,3557820.5
3057,36,52,0,14,0,0,2406070.5
3060,37,42,0,12,0,0,2149856.5
3061,37,44,0,15,0,0,3815592.0
3062,37,44,0,16,0,0,3090071.5
3064,37,48,0,16,0,0,2990601.5
3068,38,44,0,13,0,0,2227898.5
3069,38,44,0,14,0,0,2549466.0
3070,38,46,0,13,0,0,2476063.0
3071,38,48,0,15,0,0,2708551.5
3072,38,52,0,15,0,0,2313473.5
3074,39,44,0,15,0,0,2241435.5
3076,39,46,0,18,0,0,2455604.5
3077,39,48,0,15,0,0,2735237.5
